Date,Close
8/14/15,531.52002
8/13/15,529.659973
8/12/15,525.909973
8/11/15,527.460022
8/10/15,524
8/7/15,522.619995
8/6/15,529.460022
8/5/15,537.01001
8/4/15,531.900024
8/3/15,535.030029
7/31/15,536.150024
7/30/15,536.76001
7/29/15,529
7/28/15,526.030029
7/27/15,531.409973
7/24/15,529.419983
7/23/15,482.179993
7/22/15,488.269989
7/21/15,488
7/20/15,488.100006
7/17/15,483.01001
7/16/15,475.480011
7/15/15,461.190002
7/14/15,465.570007
7/13/15,455.570007
7/10/15,443.51001
7/9/15,434.390015
7/8/15,429.700012
7/7/15,436.720001
7/6/15,436.040009
7/2/15,437.709991
7/1/15,437.390015
6/30/15,434.089996
6/29/15,429.859985
6/26/15,438.100006
6/25/15,440.100006
6/24/15,440.839996
6/23/15,445.98999
6/22/15,436.290009
6/19/15,434.920013
6/18/15,439.390015
6/17/15,427.809998
6/16/15,427.26001
6/15/15,423.670013
6/12/15,429.920013
6/11/15,432.970001
6/10/15,430.769989
6/9/15,425.480011
6/8/15,423.5
6/5/15,426.950012
6/4/15,430.779999
6/3/15,436.589996
6/2/15,430.98999
6/1/15,430.920013
5/29/15,429.230011
5/28/15,426.570007
5/27/15,431.420013
5/26/15,425.470001
5/22/15,427.630005
5/21/15,431.630005
5/20/15,423.859985
5/19/15,421.709991
5/18/15,425.23999
5/15/15,426
5/14/15,432.279999
5/13/15,426.869995
5/12/15,431.019989
5/11/15,432.850006
5/8/15,433.690002
5/7/15,426.880005
5/6/15,419.100006
5/5/15,421.190002
5/4/15,423.040009
5/1/15,422.869995
4/30/15,421.779999
4/29/15,429.369995
4/28/15,429.309998
4/27/15,438.559998
4/24/15,445.100006
4/23/15,389.98999
4/22/15,389.799988
4/21/15,391.179993
4/20/15,389.51001
4/17/15,375.559998
4/16/15,386.040009
4/15/15,383.450012
4/14/15,385.109985
4/13/15,382.359985
4/10/15,382.649994
4/9/15,383.540009
4/8/15,381.200012
4/7/15,374.410004
4/6/15,377.040009
4/2/15,372.25
4/1/15,370.26001
3/31/15,372.100006
3/30/15,374.589996
3/27/15,370.559998
3/26/15,367.350006
3/25/15,370.959991
3/24/15,374.089996
3/23/15,375.109985
3/20/15,378.48999
3/19/15,373.23999
3/18/15,375.140015
3/17/15,371.920013
3/16/15,373.350006
3/13/15,370.579987
3/12/15,374.23999
3/11/15,366.369995
3/10/15,369.51001
3/9/15,378.559998
3/6/15,380.089996
3/5/15,387.829987
3/4/15,382.720001
3/3/15,384.609985
3/2/15,385.660004
2/27/15,380.160004
2/26/15,384.799988
2/25/15,385.369995
2/24/15,378.589996
2/23/15,380.140015
2/20/15,383.660004
2/19/15,379
2/18/15,373.369995
2/17/15,375.429993
2/13/15,381.829987
2/12/15,377.170013
2/11/15,375.140015
2/10/15,373
2/9/15,370.559998
2/6/15,374.279999
2/5/15,373.890015
2/4/15,364.75
2/3/15,363.549988
2/2/15,364.470001
1/30/15,354.529999
1/29/15,311.779999
1/28/15,303.910004
1/27/15,306.75
1/26/15,309.660004
1/23/15,312.390015
1/22/15,310.320007
1/21/15,297.25
1/20/15,289.440002
1/16/15,290.73999
1/15/15,286.950012
1/14/15,293.269989
1/13/15,294.73999
1/12/15,291.410004
1/9/15,296.929993
1/8/15,300.459991
1/7/15,298.420013
1/6/15,295.290009
1/5/15,302.190002
1/2/15,308.519989
12/31/14,310.350006
12/30/14,310.299988
12/29/14,312.040009
12/26/14,309.089996
12/24/14,303.029999
12/23/14,306.290009
12/22/14,306.540009
12/19/14,299.899994
12/18/14,297.730011
12/17/14,298.880005
12/16/14,295.059998
12/15/14,306.070007
12/12/14,307.320007
12/11/14,307.359985
12/10/14,305.839996
12/9/14,312.5
12/8/14,306.640015
12/5/14,312.630005
12/4/14,316.929993
12/3/14,316.5
12/2/14,326.309998
12/1/14,326
11/28/14,338.640015
11/26/14,333.570007
11/25/14,335.040009
11/24/14,335.640015
11/21/14,332.630005
11/20/14,330.540009
11/19/14,326.540009
11/18/14,324.929993
11/17/14,323.049988
11/14/14,327.820007
11/13/14,316.480011
11/12/14,311.51001
11/11/14,312.01001
11/10/14,305.109985
11/7/14,299.859985
11/6/14,296.640015
11/5/14,296.519989
11/4/14,302.809998
11/3/14,305.720001
10/31/14,305.459991
10/30/14,299.070007
10/29/14,294.119995
10/28/14,295.589996
10/27/14,289.970001
10/24/14,287.059998
10/23/14,313.179993
10/22/14,312.970001
10/21/14,315.329987
10/20/14,306.209991
10/17/14,303.640015
10/16/14,302.859985
10/15/14,305.970001
10/14/14,308.309998
10/13/14,306.450012
10/10/14,311.390015
10/9/14,315.369995
10/8/14,322.700012
10/7/14,316.980011
10/6/14,322.200012
10/3/14,322.73999
10/2/14,318.410004
10/1/14,317.459991
9/30/14,322.440002
9/29/14,321.820007
9/26/14,323.209991
9/25/14,321.929993
9/24/14,328.209991
9/23/14,323.630005
9/22/14,324.5
9/19/14,331.320007
9/18/14,325
9/17/14,324
9/16/14,327.76001
9/15/14,323.890015
9/12/14,331.190002
9/11/14,330.519989
9/10/14,331.329987
9/9/14,329.75
9/8/14,342.339996
9/5/14,346.380005
9/4/14,345.950012
9/3/14,339
9/2/14,342.380005
8/29/14,339.040009
8/28/14,340.019989
8/27/14,343.179993
8/26/14,341.829987
8/25/14,334.019989
8/22/14,331.589996
8/21/14,332.910004
8/20/14,335.779999
8/19/14,335.130005
8/18/14,334.529999
8/15/14,333.630005
8/14/14,333.209991
8/13/14,326.279999
8/12/14,319.320007
8/11/14,318.329987
8/8/14,316.799988
8/7/14,311.450012
8/6/14,313.890015
8/5/14,312.320007
8/4/14,313.649994
8/1/14,307.059998
7/31/14,312.98999
7/30/14,322.51001
7/29/14,320
7/28/14,320.410004
7/25/14,324.01001
7/24/14,358.609985
7/23/14,358.140015
7/22/14,360.839996
7/21/14,359.76001
7/18/14,358.660004
7/17/14,352.450012
7/16/14,355.899994
7/15/14,354.440002
7/14/14,355.320007
7/11/14,346.200012
7/10/14,327.920013
7/9/14,329.970001
7/8/14,323.809998
7/7/14,333.549988
7/3/14,337.48999
7/2/14,332.850006
7/1/14,332.390015
6/30/14,324.779999
6/27/14,324.570007
6/26/14,325.690002
6/25/14,327.440002
6/24/14,324.160004
6/23/14,327.23999
6/20/14,324.200012
6/19/14,327
6/18/14,334.380005
6/17/14,325.619995
6/16/14,327.619995
6/13/14,326.269989
6/12/14,325.910004
6/11/14,335.200012
6/10/14,332.410004
6/9/14,327.5
6/6/14,329.670013
6/5/14,323.570007
6/4/14,306.779999
6/3/14,307.190002
6/2/14,308.839996
5/30/14,312.549988
5/29/14,313.779999
5/28/14,310.160004
5/27/14,310.820007
5/23/14,312.23999
5/22/14,304.910004
5/21/14,305.01001
5/20/14,301.190002
5/19/14,296.76001
5/16/14,297.700012
5/15/14,295.190002
5/14/14,297.619995
5/13/14,304.640015
5/12/14,302.859985
5/9/14,292.23999
5/8/14,288.320007
5/7/14,292.709991
5/6/14,297.380005
5/5/14,310.049988
5/2/14,308.01001
5/1/14,307.890015
4/30/14,304.130005
4/29/14,300.380005
4/28/14,296.579987
4/25/14,303.829987
4/24/14,337.149994
4/23/14,324.579987
4/22/14,329.320007
4/21/14,330.869995
4/17/14,324.910004
4/16/14,323.679993
4/15/14,316.079987
4/14/14,315.910004
4/11/14,311.730011
4/10/14,317.109985
4/9/14,331.809998
4/8/14,327.070007
4/7/14,317.76001
4/4/14,323
4/3/14,333.619995
4/2/14,341.959991
4/1/14,342.98999
3/31/14,336.369995
3/28/14,338.290009
3/27/14,338.470001
3/26/14,343.410004
3/25/14,354.709991
3/24/14,351.850006
3/21/14,360.619995
3/20/14,368.970001
3/19/14,373.230011
3/18/14,378.769989
3/17/14,375.040009
3/14/14,373.73999
3/13/14,371.51001
3/12/14,370.640015
3/11/14,368.820007
3/10/14,370.529999
3/7/14,372.059998
3/6/14,372.160004
3/5/14,372.369995
3/4/14,363.899994
3/3/14,359.779999
2/28/14,362.100006
2/27/14,360.130005
2/26/14,359.799988
2/25/14,358.320007
2/24/14,351.779999
2/21/14,346.76001
2/20/14,349.799988
2/19/14,347.380005
2/18/14,353.649994
2/14/14,357.350006
2/13/14,357.200012
2/12/14,349.25
2/11/14,361.790009
2/10/14,360.869995
2/7/14,361.079987
2/6/14,354.589996
2/5/14,346.450012
2/4/14,347.950012
2/3/14,346.149994
1/31/14,358.690002
1/30/14,403.01001
1/29/14,384.200012
1/28/14,394.429993
1/27/14,386.279999
1/24/14,387.600006
1/23/14,399.869995
1/22/14,404.540009
1/21/14,407.049988
1/17/14,399.609985
1/16/14,395.799988
1/15/14,395.869995
1/14/14,397.540009
1/13/14,390.980011
1/10/14,397.660004
1/9/14,401.01001
1/8/14,401.920013
1/7/14,398.029999
1/6/14,393.630005
1/3/14,396.440002
1/2/14,397.970001
12/31/13,398.790009
12/30/13,393.369995
12/27/13,398.079987
12/26/13,404.390015
12/24/13,399.200012
12/23/13,402.920013
12/20/13,402.200012
12/19/13,395.190002
12/18/13,395.959991
12/17/13,387.649994
12/16/13,388.970001
12/13/13,384.23999
12/12/13,381.25
12/11/13,382.190002
12/10/13,387.779999
12/9/13,384.890015
12/6/13,386.950012
12/5/13,384.48999
12/4/13,385.959991
12/3/13,384.660004
12/2/13,392.299988
11/29/13,393.619995
11/27/13,386.709991
11/26/13,381.369995
11/25/13,376.640015
11/22/13,372.309998
11/21/13,368.920013
11/20/13,362.570007
11/19/13,364.940002
11/18/13,366.179993
11/15/13,369.170013
11/14/13,367.399994
11/13/13,356.220001
11/12/13,349.529999
11/11/13,354.380005
11/8/13,350.309998
11/7/13,343.559998
11/6/13,356.179993
11/5/13,358.890015
11/4/13,358.73999
11/1/13,359
10/31/13,364.029999
10/30/13,361.079987
10/29/13,362.700012
10/28/13,358.160004
10/25/13,363.390015
10/24/13,332.209991
10/23/13,326.76001
10/22/13,332.540009
10/21/13,326.440002
10/18/13,328.929993
10/17/13,310.769989
10/16/13,310.48999
10/15/13,306.399994
10/14/13,310.700012
10/11/13,310.890015
10/10/13,305.170013
10/9/13,298.230011
10/8/13,303.230011
10/7/13,310.029999
10/4/13,319.040009
10/3/13,314.76001
10/2/13,320.51001
10/1/13,320.950012
9/30/13,312.640015
9/27/13,316.01001
9/26/13,318.119995
9/25/13,312.649994
9/24/13,314.130005
9/23/13,311.48999
9/20/13,316.339996
9/19/13,312.059998
9/18/13,312.029999
9/17/13,304.170013
9/16/13,296.059998
9/13/13,297.920013
9/12/13,298.859985
9/11/13,299.640015
9/10/13,300.359985
9/9/13,299.709991
9/6/13,295.859985
9/5/13,294.100006
9/4/13,293.640015
9/3/13,288.799988
8/30/13,280.980011
8/29/13,283.980011
8/28/13,281.579987
8/27/13,280.929993
8/26/13,286.209991
8/23/13,290.01001
8/22/13,289.730011
8/21/13,284.570007
8/20/13,287.089996
8/19/13,285.570007
8/16/13,284.820007
8/15/13,286.470001
8/14/13,291.339996
8/13/13,293.970001
8/12/13,296.690002
8/9/13,297.26001
8/8/13,295.73999
8/7/13,296.910004
8/6/13,300.75
8/5/13,300.98999
8/2/13,304.209991
8/1/13,305.570007
7/31/13,301.220001
7/30/13,302.410004
7/29/13,306.100006
7/26/13,312.01001
7/25/13,303.399994
7/24/13,298.940002
7/23/13,301.059998
7/22/13,303.480011
7/19/13,305.230011
7/18/13,304.109985
7/17/13,308.690002
7/16/13,306.869995
7/15/13,306.570007
7/12/13,307.549988
7/11/13,299.660004
7/10/13,292.329987
7/9/13,291.529999
7/8/13,290.589996
7/5/13,285.880005
7/3/13,284.029999
7/2/13,283.730011
7/1/13,282.100006
6/28/13,277.690002
6/27/13,277.549988
6/26/13,277.570007
6/25/13,272.089996
6/24/13,270.609985
6/21/13,273.359985
6/20/13,273.440002
6/19/13,278.160004
6/18/13,281.76001
6/17/13,278.059998
6/14/13,273.98999
6/13/13,275.790009
6/12/13,271.670013
6/11/13,274.779999
6/10/13,281.070007
6/7/13,276.869995
6/6/13,267.829987
6/5/13,267.170013
6/4/13,265.700012
6/3/13,266.880005
5/31/13,269.200012
5/30/13,266.829987
5/29/13,265.529999
5/28/13,267.290009
5/24/13,261.73999
5/23/13,261.799988
5/22/13,262.959991
5/21/13,268.859985
5/20/13,267.630005
5/17/13,269.899994
5/16/13,264.119995
5/15/13,266.559998
5/14/13,268.329987
5/13/13,264.51001
5/10/13,263.630005
5/9/13,260.160004
5/8/13,258.679993
5/7/13,257.730011
5/6/13,255.720001
5/3/13,258.049988
5/2/13,252.550003
5/1/13,248.229996
4/30/13,253.809998
4/29/13,249.740005
4/26/13,254.809998
4/25/13,274.700012
4/24/13,268.779999
4/23/13,268.899994
4/22/13,263.549988
4/19/13,260.320007
4/18/13,259.420013
4/17/13,267.399994
4/16/13,272.339996
4/15/13,267.720001
4/12/13,272.869995
4/11/13,269.850006
4/10/13,264.769989
4/9/13,261.140015
4/8/13,258.950012
4/5/13,255.479996
4/4/13,259.079987
4/3/13,259.029999
4/2/13,263.320007
4/1/13,261.609985
3/28/13,266.48999
3/27/13,265.299988
3/26/13,260.309998
3/25/13,256.019989
3/22/13,257.75
3/21/13,253.389999
3/20/13,257.279999
3/19/13,256.410004
3/18/13,257.890015
3/15/13,261.820007
3/14/13,265.73999
3/13/13,275.100006
3/12/13,274.130005
3/11/13,271.23999
3/8/13,274.190002
3/7/13,273.880005
3/6/13,273.790009
3/5/13,275.589996
3/4/13,273.109985
3/1/13,265.73999
2/28/13,264.269989
2/27/13,263.25
2/26/13,259.359985
2/25/13,259.869995
2/22/13,265.420013
2/21/13,265.940002
2/20/13,266.410004
2/19/13,269.75
2/15/13,265.089996
2/14/13,269.23999
2/13/13,269.470001
2/12/13,258.700012
2/11/13,257.209991
2/8/13,261.950012
2/7/13,260.230011
2/6/13,262.220001
2/5/13,266.890015
2/4/13,259.980011
2/1/13,265
1/31/13,265.5
1/30/13,272.76001
1/29/13,260.350006
1/28/13,276.040009
1/25/13,283.98999
1/24/13,273.459991
1/23/13,268.109985
1/22/13,270.190002
1/18/13,272.119995
1/17/13,270.480011
1/16/13,268.929993
1/15/13,271.899994
1/14/13,272.730011
1/11/13,267.940002
1/10/13,265.339996
1/9/13,266.350006
1/8/13,266.380005
1/7/13,268.459991
1/4/13,259.149994
1/3/13,258.480011
1/2/13,257.309998
12/31/12,250.869995
12/28/12,245.179993
12/27/12,248.309998
12/26/12,248.630005
12/24/12,258.619995
12/21/12,256.920013
12/20/12,261.5
12/19/12,257.98999
12/18/12,260.399994
12/17/12,253.860001
12/14/12,249.190002
12/13/12,251.25
12/12/12,251.759995
12/11/12,250.690002
12/10/12,247.770004
12/7/12,253.270004
12/6/12,253.369995
12/5/12,253.960007
12/4/12,252.490005
12/3/12,250.330002
11/30/12,252.050003
11/29/12,251.270004
11/28/12,247.110001
11/27/12,243.399994
11/26/12,243.619995
11/23/12,239.880005
11/21/12,238.029999
11/20/12,233.779999
11/19/12,229.710007
11/16/12,225.229996
11/15/12,220.600006
11/14/12,222.949997
11/13/12,226.600006
11/12/12,226.470001
11/9/12,226.309998
11/8/12,227.350006
11/7/12,232.059998
11/6/12,237.559998
11/5/12,234.330002
11/2/12,232.419998
11/1/12,232.139999
10/31/12,232.889999
10/26/12,238.240005
10/25/12,222.919998
10/24/12,228.490005
10/23/12,234.309998
10/22/12,233.779999
10/19/12,240
10/18/12,244.850006
10/17/12,247.490005
10/16/12,243.940002
10/15/12,244.179993
10/12/12,242.360001
10/11/12,244.220001
10/10/12,244.990005
10/9/12,250.960007
10/8/12,259.059998
10/5/12,258.51001
10/4/12,260.470001
10/3/12,255.919998
10/2/12,250.600006
10/1/12,252.009995
9/28/12,254.320007
9/27/12,256.589996
9/26/12,249.669998
9/25/12,252.460007
9/24/12,254.800003
9/21/12,257.470001
9/20/12,260.809998
9/19/12,261.679993
9/18/12,258.75
9/17/12,258
9/14/12,261.269989
9/13/12,260.23999
9/12/12,255.630005
9/11/12,255.669998
9/10/12,257.089996
9/7/12,259.140015
9/6/12,251.380005
9/5/12,246.220001
9/4/12,247.880005
8/31/12,248.270004
8/30/12,246.220001
8/29/12,247.119995
8/28/12,246.110001
8/27/12,243.919998
8/24/12,245.740005
8/23/12,241.199997
8/22/12,243.100006
8/21/12,239.449997
8/20/12,240.350006
8/17/12,241.169998
8/16/12,241.550003
8/15/12,237.419998
8/14/12,233.190002
8/13/12,232.440002
8/10/12,232.75
8/9/12,234.059998
8/8/12,234.380005
8/7/12,236.559998
8/6/12,233.990005
8/3/12,234.970001
8/2/12,230.809998
8/1/12,232.089996
7/31/12,233.300003
7/30/12,236.089996
7/27/12,237.320007
7/26/12,220.009995
7/25/12,217.050003
7/24/12,223.039993
7/23/12,226.009995
7/20/12,228.289993
7/19/12,226.169998
7/18/12,217.470001
7/17/12,216.929993
7/16/12,216.009995
7/13/12,218.389999
7/12/12,215.360001
7/11/12,218.369995
7/10/12,219.5
7/9/12,225.050003
7/6/12,225.050003
7/5/12,227.059998
7/3/12,229.529999
7/2/12,229.320007
6/29/12,228.350006
6/28/12,221.309998
6/27/12,225.619995
6/26/12,225.610001
6/25/12,220.070007
6/22/12,222.160004
6/21/12,220.570007
6/20/12,223.020004
6/19/12,224.029999
6/18/12,222.660004
6/15/12,218.350006
6/14/12,214.449997
6/13/12,214.729996
6/12/12,216.419998
6/11/12,216.5
6/8/12,218.479996
6/7/12,218.800003
6/6/12,217.639999
6/5/12,213.210007
6/4/12,214.570007
6/1/12,208.220001
5/31/12,212.910004
5/30/12,209.229996
5/29/12,214.75
5/25/12,212.889999
5/24/12,215.240005
5/23/12,217.279999
5/22/12,215.330002
5/21/12,218.110001
5/18/12,213.850006
5/17/12,218.360001
5/16/12,224.059998
5/15/12,224.389999
5/14/12,222.929993
5/11/12,227.679993
5/10/12,226.690002
5/9/12,222.979996
5/8/12,223.899994
5/7/12,225.160004
5/4/12,223.990005
5/3/12,229.449997
5/2/12,230.25
5/1/12,230.039993
4/30/12,231.899994
4/27/12,226.850006
4/26/12,195.990005
4/25/12,194.419998
4/24/12,190.330002
4/23/12,188.240005
4/20/12,189.979996
4/19/12,191.100006
4/18/12,191.070007
4/17/12,188.389999
4/16/12,185.5
4/13/12,188.460007
4/12/12,190.690002
4/11/12,187.970001
4/10/12,186.979996
4/9/12,191.869995
4/5/12,194.389999
4/4/12,193.990005
4/3/12,199.660004
4/2/12,198.050003
3/30/12,202.509995
3/29/12,204.610001
3/28/12,201.160004
3/27/12,205.440002
3/26/12,202.869995
3/23/12,195.039993
3/22/12,192.399994
3/21/12,191.729996
3/20/12,192.330002
3/19/12,185.520004
3/16/12,185.050003
3/15/12,184.429993
3/14/12,182.259995
3/13/12,184.589996
3/12/12,183.389999
3/9/12,184.320007
3/8/12,187.639999
3/7/12,183.770004
3/6/12,181.089996
3/5/12,180.259995
3/2/12,179.300003
3/1/12,180.039993
2/29/12,179.690002
2/28/12,183.800003
2/27/12,178.529999
2/24/12,179.130005
2/23/12,178.889999
2/22/12,180.580002
2/21/12,182.259995
2/17/12,182.5
2/16/12,179.929993
2/15/12,184.470001
2/14/12,191.300003
2/13/12,191.589996
2/10/12,185.539993
2/9/12,184.979996
2/8/12,185.479996
2/7/12,184.190002
2/6/12,183.139999
2/3/12,187.679993
2/2/12,181.720001
2/1/12,179.460007
1/31/12,194.440002
1/30/12,192.149994
1/27/12,195.369995
1/26/12,193.320007
1/25/12,187.800003
1/24/12,187
1/23/12,186.089996
1/20/12,190.929993
1/19/12,194.449997
1/18/12,189.440002
1/17/12,181.660004
1/13/12,178.419998
1/12/12,175.929993
1/11/12,178.899994
1/10/12,179.339996
1/9/12,178.559998
1/6/12,182.610001
1/5/12,177.610001
1/4/12,177.509995
1/3/12,179.029999
12/30/11,173.100006
12/29/11,173.860001
12/28/11,173.889999
12/27/11,176.270004
12/23/11,177.279999
12/22/11,179.029999
12/21/11,174.350006
12/20/11,182.520004
12/19/11,179.330002
12/16/11,181.259995
12/15/11,181.259995
12/14/11,180.210007
12/13/11,180.509995
12/12/11,189.520004
12/9/11,193.029999
12/8/11,190.479996
12/7/11,195.320007
12/6/11,191.990005
12/5/11,196.240005
12/2/11,196.029999
12/1/11,197.130005
11/30/11,192.289993
11/29/11,188.389999
11/28/11,194.149994
11/25/11,182.399994
11/23/11,188.990005
11/22/11,192.339996
11/21/11,189.25
11/18/11,197.139999
11/17/11,204.520004
11/16/11,211.990005
11/15/11,217.830002
11/14/11,218.929993
11/11/11,217.389999
11/10/11,210.789993
11/9/11,211.220001
11/8/11,217.990005
11/7/11,217
11/4/11,216.479996
11/3/11,218.289993
11/2/11,215.619995
11/1/11,212.100006
10/31/11,213.509995
10/28/11,217.320007
10/27/11,206.779999
10/26/11,198.399994
10/25/11,227.149994
10/24/11,237.610001
10/21/11,234.779999
10/20/11,233.610001
10/19/11,231.529999
10/18/11,243.880005
10/17/11,242.330002
10/14/11,246.710007
